5/18/2022,30992,28912,30200,30700,28629.6,28700.6
5/19/2022,30705,28362,28100,30550,28670.5,30319.9
5/20/2022,30562,28174,28550,30784.4,28702,29188.9
5/21/2022,30780,28296,29440,29650,28927,29427.4
5/22/2022,30044,28536,30240,30500,29223.6,30284
5/23/2022,30396,28940,31360,30658,28840.7,29097.7
5/24/2022,30756,28980,30156,29887.3,28637.6,29643.1
5/25/2022,30236,28744,29200,30246.7,29330,29536.7
5/26/2022,30344,29092,28844,29877,27952.1,29194
5/27/2022,30156,28432,28976,29314.3,29134.5,29282.3
